! $Header: /projects/wlv/iphy/sos/repository/iphy_A.rep/TEMP/lli_1316463935/#alidation#iphy-gui#dataconfig#iPHY100_B0_internal_MDIO.csv,v 1.4 2012-06-26 16:17:18-07 lli Exp $,,,
! $Log: #alidation#iphy-gui#dataconfig#iPHY100_B0_internal_MDIO.csv,v $,,,
! Revision 1.4  2012-06-26 16:17:18-07  lli,,,,
! CHanged eror checker names from Tx to Rx,,,,
!,,,,
! Revision 1.3  2012-06-25 10:29:55-07  lli,,,,
! Updated to match B0 Chip Behaviour,,,,
!,,,,
! Revision 1.2  2012-06-20 13:46:58-07  case,,,,
! Updated MDIo init and Error Inject to RW from W,,,,
!,,,,
! Revision 1.1  2012-06-20 11:26:13-07  case,,,,
! Inital release -- not checked,,,,
!,,,,
! Revision 1.4  2012-04-12 14:24:43-07  case,,,,
! Fixed SA offset control register description, defined registers 30.256.2:1 as reserved,,,
!,,,,
! Revision 1.3  2012-03-29 09:59:54-07  case,,,,
! defined CYA bit function correctly this time,,,,
!,,,,
! Revision 1.2  2012-03-27 16:40:19-07  case,,,,
! defined CYA bit functio,,,,
!,,,,
! Revision 1.1  2012-03-16 10:06:14-07  case,,,,
! updated and synchronized,,,,
!,,,,
! Revision 1.7  2011-12-01 14:23:13-08  case,,,,
! Added CYA register space,,,,
!,,,,
! Revision 1.6  2011-11-23 09:00:28-08  rward,,,,
! expanded trim bits,,,,
!,,,,
! Revision 1.3  2011-08-23 12:09:16-07  rbemra,,,,
! Corrected 11:8 = 4'b0101 of Rx 25G Misc Trim (per J. Sanders),,,,
!,,,,
! Revision 1.2  2011-08-18 09:16:48-07  rbemra,,,,
! Corrected 30.1540.0 <- 30.1540.1,,,,
!,,,,
! Revision 1.1  2011-08-08 10:48:07-07  rbemra,,,,
! First iCDR100, iPHY100 release version,,,
!,,,,
! Revision 1.4  2011-08-01 15:52:23-07  rbemra,,,,
"! Removed extra R30.529 register; this csv ""Saved As"" from xlsx master of same base name",,,,
!,,,,
! Revision 1.3  2011-07-29 18:52:16-07  rbemra,,,,
! Corrections by iPHY team from CDR100 tests upto screening,,,,
!,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 2.0  2012-05-15 Andre,,,,
! B0 Updates,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
30.0.0,Diagnostic override,RW,0=disable; 1=enable,1= Device diagnostic registers 30.16:29 over-ride PMA/MMD8 register controls. 0= Device is controlled by PMA/MMD8 registers. Default is zero.
R30.2,Device Identifier Lo ,16'h0210,,
30.2.15:0,OUI 3-18,R,,3rd through 18th bits of Inphi OUI
R30.3,Device Identifier Hi ,16'h7411,,
30.3.15:10,OUI 19-20,R,,19th through 24th bits of Inphi OUI
30.3.9:4,Model Number,R,,Gearbox model number 
30.3.3:0,Revision Code,R,,Gearbox revision number 
R30.5,Devices in Package Lo ,16'h0100,,
30.5.15:0,Devices Lo,R,,Separated PMA (1) present in package
R30.6,Devices in Package Hi,16'h4000,,
30.6.15:0,Devices Hi,R,,Vendor Specific Device 1 present in package
R30.8, MMD30 Status  ,16'h8000,,
30.8.15:14,status,R,,"Read as 2'b10, writes ignored : Indicates device responding at this address"
30.8.13:0,Reserved,R,,
R30.16,25G Lane 0 Pattern Control,16'h0000,,
30.16.15,prbs_lock,R,,State of PRBS verifier state machine: 1=Verifier is locked;  0=Verifier is not pattern locked; Note SM must be locked in order to count pattern errors
30.16.14,prbs_autovr,RW,0=disable; 1=enable,Automatic  PRBS verifier select : 1=verifier will scan through all verifier patterntypes until it finds one that locks. 0=only slected pattern type will be checked. 
30.16.13,Loopback_en,RW,0=disable; 1=enable,SERDES per lane local loopback : 1=loopback data from SERDES Tx to SERDES Rx for selected lane; 0=normal SERDES operation
30.16.12,pat_ver_en,RW,0=disable; 1=enable,Enable Receiver Pattern verification
30.16.11,prbs_ver_inv,RW,0=true; 1=inverse,Invert Receiver PRBS pattern
30.16.10:8,pat_ver_sel,RW, 000 = PRBS31; 001 = PRBS9; 010 = reserved; 011 = reserved; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Receiver pattern verifier type : if prbs_autovr=0 this field selects pattern type; if  prbs_autovr=1 this field displays the pattern type locked to;
30.16.7,odb_en,RW,0=disable; 1=enable,Optical Duo-Binary Precoder enable : 1=Precode transmit data for ODB; 0=normal transmit;
30.16.6,tx_disable,RW,0=enable; 1=disable,Disable 25G lane SERDES transmitter: 1= Disabled; 0 = Enabled; Note default value of this bit is 1 - Disabled
30.16.5,error_insert,RW,,Writing a one to this bit causes the contents of the custom pattern generation register to be XOR'ed with the transmit data for the lane for one cycle only. This bit must be cleared and set again in order to insert another error. Error insertion is not gated by pattern generator enable.
30.16.4,pat_gen_en,RW,0=disable; 1=enable,Enable Transmitter Pattern generation
30.16.3,prbs_gen_inv,RW,0=true; 1=inverse,Invert Transmitter PRBS pattern
30.16.2:0,pat_gen_sel,RW,000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Select transmit pattern generation type:  000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7
R30.17,25G Lane 1 Pattern Control,16'h0000,,
30.17.15,prbs_lock,R,,State of PRBS verifier state machine: 1=Verifier is locked;  0=Verifier is not pattern locked; Note SM must be locked in order to count pattern errors
30.17.14,prbs_autovr,RW,0=disable; 1=enable,Automatic  PRBS verifier select : 1=verifier will scan through all verifier patterntypes until it finds one that locks. 0=only slected pattern type will be checked. 
30.17.13,Loopback_en,RW,0=disable; 1=enable,SERDES per lane local loopback : 1=loopback data from SERDES Tx to SERDES Rx for selected lane; 0=normal SERDES operation
30.17.12,pat_ver_en,RW,0=disable; 1=enable,Enable Receiver Pattern verification
30.17.11,prbs_ver_inv,RW,0=true; 1=inverse,Invert Receiver PRBS pattern
30.17.10:8,pat_ver_sel,RW, 000 = PRBS31; 001 = PRBS9; 010 = reserved; 011 = reserved; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Receiver pattern verifier type : if prbs_autovr=0 this field selects pattern type; if  prbs_autovr=1 this field displays the pattern type locked to;
30.17.7,odb_en,RW,0=disable; 1=enable,Optical Duo-Binary Precoder enable : 1=Precode transmit data for ODB; 0=normal transmit;
30.17.6,tx_disable,RW,0=enable; 1=disable,Disable 25G lane SERDES transmitter: 1= Disabled; 0 = Enabled; Note default value of this bit is 1 - Disabled
30.17.5,error_insert,RW,,Writing a one to this bit causes the contents of the custom pattern generation register to be XOR'ed with the transmit data for the lane for one cycle only. This bit must be cleared and set again in order to insert another error. Error insertion is not gated by pattern generator enable.
30.17.4,pat_gen_en,RW,0=disable; 1=enable,Enable Transmitter Pattern generation
30.17.3,prbs_gen_inv,RW,0=true; 1=inverse,Invert Transmitter PRBS pattern
30.17.2:0,pat_gen_sel,RW,000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Select transmit pattern generation type:  000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7
R30.18,25G Lane 2 Pattern Control,16'h0000,,
30.18.15,prbs_lock,R,,State of PRBS verifier state machine: 1=Verifier is locked;  0=Verifier is not pattern locked; Note SM must be locked in order to count pattern errors
30.18.14,prbs_autovr,RW,0=disable; 1=enable,Automatic  PRBS verifier select : 1=verifier will scan through all verifier patterntypes until it finds one that locks. 0=only slected pattern type will be checked. 
30.18.13,Loopback_en,RW,0=disable; 1=enable,SERDES per lane local loopback : 1=loopback data from SERDES Tx to SERDES Rx for selected lane; 0=normal SERDES operation
30.18.12,pat_ver_en,RW,0=disable; 1=enable,Enable Receiver Pattern verification
30.18.11,prbs_ver_inv,RW,0=true; 1=inverse,Invert Receiver PRBS pattern
30.18.10:8,pat_ver_sel,RW, 000 = PRBS31; 001 = PRBS9; 010 = reserved; 011 = reserved; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Receiver pattern verifier type : if prbs_autovr=0 this field selects pattern type; if  prbs_autovr=1 this field displays the pattern type locked to;
30.18.7,odb_en,RW,0=disable; 1=enable,Optical Duo-Binary Precoder enable : 1=Precode transmit data for ODB; 0=normal transmit;
30.18.6,tx_disable,RW,0=enable; 1=disable,Disable 25G lane SERDES transmitter: 1= Disabled; 0 = Enabled; Note default value of this bit is 1 - Disabled
30.18.5,error_insert,RW,,Writing a one to this bit causes the contents of the custom pattern generation register to be XOR'ed with the transmit data for the lane for one cycle only. This bit must be cleared and set again in order to insert another error. Error insertion is not gated by pattern generator enable.
30.18.4,pat_gen_en,RW,0=disable; 1=enable,Enable Transmitter Pattern generation
30.18.3,prbs_gen_inv,RW,0=true; 1=inverse,Invert Transmitter PRBS pattern
30.18.2:0,pat_gen_sel,RW,000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Select transmit pattern generation type:  000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7
R30.19,25G Lane 3 Pattern Control,16'h0000,,
30.19.15,prbs_lock,R,,State of PRBS verifier state machine: 1=Verifier is locked;  0=Verifier is not pattern locked; Note SM must be locked in order to count pattern errors
30.19.14,prbs_autovr,RW,0=disable; 1=enable,Automatic  PRBS verifier select : 1=verifier will scan through all verifier patterntypes until it finds one that locks. 0=only slected pattern type will be checked. 
30.19.13,Loopback_en,RW,0=disable; 1=enable,SERDES per lane local loopback : 1=loopback data from SERDES Tx to SERDES Rx for selected lane; 0=normal SERDES operation
30.19.12,pat_ver_en,RW,0=disable; 1=enable,Enable Receiver Pattern verification
30.19.11,prbs_ver_inv,RW,0=true; 1=inverse,Invert Receiver PRBS pattern
30.19.10:8,pat_ver_sel,RW, 000 = PRBS31; 001 = PRBS9; 010 = reserved; 011 = reserved; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Receiver pattern verifier type : if prbs_autovr=0 this field selects pattern type; if  prbs_autovr=1 this field displays the pattern type locked to;
30.19.7,odb_en,RW,0=disable; 1=enable,Optical Duo-Binary Precoder enable : 1=Precode transmit data for ODB; 0=normal transmit;
30.19.6,tx_disable,RW,0=enable; 1=disable,Disable 25G lane SERDES transmitter: 1= Disabled; 0 = Enabled; Note default value of this bit is 1 - Disabled
30.19.5,error_insert,RW,,Writing a one to this bit causes the contents of the custom pattern generation register to be XOR'ed with the transmit data for the lane for one cycle only. This bit must be cleared and set again in order to insert another error. Error insertion is not gated by pattern generator enable.
30.19.4,pat_gen_en,RW,0=disable; 1=enable,Enable Transmitter Pattern generation
30.19.3,prbs_gen_inv,RW,0=true; 1=inverse,Invert Transmitter PRBS pattern
30.19.2:0,pat_gen_sel,RW,000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7,Select transmit pattern generation type:  000 = PRBS31; 001 = PRBS9; 010 = 8:8 Square wave pattern; 011 = Pattern generation register; 100 = PRBS31; 101 = PRBS23; 110 = PRBS15; 111 = PRBS7
R30.30,Custom Pattern Lo ,16'h0000,,
30.30.15:0,Pattern 15:0,RW,,Custom transmit Pattern bits 15:0
R30.31,Custom Pattern Mid,16'h0000,,
30.31.15:0,Pattern 32:16,RW,,Custom transmit Pattern bits 31:16
R30.32,Custom Pattern Hi,16'h0000,,
30.32.15:8,Reserved,R,,
30.32.7:0,Pattern 39:32,RW,,Custom transmit Pattern bits 39:32
R30.33,LOL Status Register,16'hFFFF,,
30.33.15,Latched LOL  3,RC,,Latched Loss of Lock Lane 3: Latched high 'or' of 30.33.11.  Reading this bit clears bit if set.
30.33.14,Latched LOL  2,RC,,Latched Loss of Lock Lane 2: Latched high 'or' of 30.33.10.  Reading this bit clears bit if set.
30.33.13,Latched LOL  1,RC,,Latched Loss of Lock Lane 1: Latched high 'or' of 30.33.9.  Reading this bit clears bit if set.
30.33.12,Latched LOL  0,RC,,Latched Loss of Lock Lane 0: Latched high 'or' of 30.33.8.  Reading this bit clears bit if set.
30.33.11,LOL  Status 3,R,,Loss of Lock Lane 3: Logical 'or' of 30.33.7 and 30.33.3. 
30.33.10,LOL  Status 2,R,,Loss of Lock Lane 2: Logical 'or' of 30.33.6 and 30.33.2. 
30.33.9,LOL  Status 1,R,,Loss of Lock Lane 1: Logical 'or' of 30.33.5 and 30.33.1. 
30.33.8,LOL  Status 0,R,,Loss of Lock Lane 0: Logical 'or' of 30.33.4 and 30.33.0. 
30.33.7,no_prot_lock_3,R,,Protocol Lock SM on 25G lane 3 is not locked. The protocol type is determined by 30.0.14 (0=802.3ba;1=OTU4) : Locked after 64 consecutive valid protocol block headers; Un-locked  after 16 bad in a 64 header window;
30.33.6,no_prot_lock_2,R,,Protocol Lock SM on 25G lane 2 is not locked. The protocol type is determined by 30.0.14 (0=802.3ba;1=OTU4) : Locked after 64 consecutive valid protocol block headers; Un-locked  after 16 bad in a 64 header window;
30.33.5,no_prot_lock_1,R,,Protocol Lock SM on 25G lane 1 is not locked. The protocol type is determined by 30.0.14 (0=802.3ba;1=OTU4) : Locked after 64 consecutive valid protocol block headers; Un-locked  after 16 bad in a 64 header window;
30.33.4,no_prot_lock_0,R,,Protocol Lock SM on 25G lane 0 is not locked. The protocol type is determined by 30.0.14 (0=802.3ba;1=OTU4) : Locked after 64 consecutive valid protocol block headers; Un-locked  after 16 bad in a 64 header window;
30.33.3,no_prbs_lock_3,R,,PRBS verifier is not locked on 25G lane 3
30.33.2,no_prbs_lock_2,R,,PRBS verifier is not locked on 25G lane 2
30.33.1,no_prbs_lock_1,R,,PRBS verifier is not locked on 25G lane 1
30.33.0,no_prbs_lock_0,R,,PRBS verifier is not locked on 25G lane 0
R30.37,RX FIFO Control &  Status ,16'h0000,,
30.37.15,FIFO Reset,RW,0=disable; 1=enable,"If set to a one will cause all receive FIFO's to be reset.  This will cause the receive over and under run flags to be cleared, but not the receive per lane 'FIFO_error' flags. Clearing the bit will un-reset the receive FIFOs."
30.37.14,Auto Reset,RW,0=disable; 1=enable,"If set to a one assertion of any of the over or under-run flags will cause all receive FIFO's to be reset.  This will cause the receive over and under run flags to be cleared, but not the receive 'FIFO_error' flags (these flags can therefore be used to detect an auto-reset has occurred)."
30.37.13:12,Reserved,R,,
30.37.11,Rx FIFO_error 3,RC,,"Rx FIFO 3 error flag:  This flag is set to a one if either the Lane 3 Rx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset."
30.37.10,Rx FIFO _error 2,RC,,"Rx FIFO 2 error flag:  This flag is set to a one if either the Lane 2 Rx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset."
30.37.9,Rx FIFO _error 1,RC,,"Rx FIFO 1 error flag:  This flag is set to a one if either the Lane 1 Rx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset."
30.37.8,Rx FIFO _error 0,RC,,"Rx FIFO 0 error flag:  This flag is set to a one if either the Lane 0 Rx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset."
30.37.7,Rx fifo_orun_3,RC,,"Rx FIFO 3 over-run flag:  Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.37.6,Rx fifo_orun_2,RC,,"Rx FIFO 2 over-run flag:  Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.37.5,Rx fifo_orun_1,RC,,"Rx FIFO 1 over-run flag:  Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.37.4,Rx fifo_orun_0,RC,,"Rx FIFO 0 over-run flag:  Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.37.3,Rx fifo_urun_3,RC,,"Rx FIFO 3 under-run flag:  Set to one if a FIFO over-read is detected. Cleared by reading this bit11, or by a FIFO reset."
30.37.2,Rx fifo_urun_2,RC,,"Rx FIFO 2 under-run flag:  Set to one if a FIFO over-read is detected. Cleared by reading this bit11, or by a FIFO reset."
30.37.1,Rx fifo_urun_1,RC,,"Rx FIFO 1 under-run flag:  Set to one if a FIFO over-read is detected. Cleared by reading this bit11, or by a FIFO reset."
30.37.0,Rx fifo_urun_0,RC,,"Rx FIFO 0 under-run flag:  Set to one if a FIFO over-read is detected. Cleared by reading this bit11, or by a FIFO reset."
R30.38,TX FIFO Control &  Status ,16'h4F00,,
30.38.15,tx_fifo_reset,RW,0=disable; 1=enable,"If set to a one will cause all transmit FIFO's to be reset.  This will cause the transmit over and under run flags to be cleared, but not the per lane 'Tx FIFO _error' flags. Clearing the bit will un-reset the transmit FIFOs."
30.38.14,auto_reset,RW,0=disable; 1=enable,"If set to a one assertion of any of the over or under-run flags will cause all transmit FIFO's to be reset.  This will cause the transmit over and under run flags to be cleared, but not the transmit 'Tx FIFO _error' flags (these flags can therefore be used to detect an auto-reset has occurred)."
30.38.13:12,Reserved,R,,
30.38.11,Tx FIFO_error 3,RC,,"Tx FIFO 3 error flag: This flag is set to a one if either the Lane 3 Tx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset ."
30.38.10,Tx FIFO _error 2,RC,,"Tx FIFO 2 error flag: This flag is set to a one if either the Lane 2 Tx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset ."
30.38.9,Tx FIFO _error 1,RC,,"Tx FIFO 1 error flag: This flag is set to a one if either the Lane 1 Tx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset ."
30.38.8,Tx FIFO _error 0,RC,,"Tx FIFO 0 error flag: This flag is set to a one if either the Lane 0 Tx FIFO over, or under run flag is set.  It is cleared by reading the bit. This flag is NOT cleared by a FIFO reset ."
30.38.7,Tx fifo_orun_3,RC,,"Tx FIFO 3 over-run flag: Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.6,Tx fifo_orun_2,RC,,"Tx FIFO 2 over-run flag: Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.5,Tx fifo_orun_1,RC,,"Tx FIFO 1 over-run flag: Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.4,Tx fifo_orun_0,RC,,"Tx FIFO 0 over-run flag: Set to one if a FIFO over-write is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.3,Tx fifo_urun_3,RC,,"Tx FIFO 3 under-run flag: Set to one if a FIFO over-read is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.2,Tx fifo_urun_2,RC,,"Tx FIFO 2 under-run flag: Set to one if a FIFO over-read is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.1,Tx fifo_urun_1,RC,,"Tx FIFO 1 under-run flag: Set to one if a FIFO over-read is detected. Cleared by reading this bit, or by a FIFO reset."
30.38.0,Tx fifo_urun_0,RC,,"Tx FIFO 0 under-run flag: Set to one if a FIFO over-read is detected. Cleared by reading this bit, or by a FIFO reset."
R30.44,Manual Reset Control,16'hFE00,,
30.44.15,28G PLL reset,RW,0=unreset; 1=reset,1= Reset 28G Rx & Tx PLLs
30.44.14,28G Rx PI reset,RW,0=unreset; 1=reset,1= Reset 28G Rx SERDES PI
30.44.13,28G Rx DM reset,RW,0=unreset; 1=reset,1= Reset 28G Rx SERDES Demux
30.44.12,28G Rx SERDES reset,RW,0=unreset; 1=reset,1= Reset 28G  Rx SERDES
30.44.11,Rx Core datapath reset,RW,0=unreset; 1=reset,1= Reset 28G Rx core datapath (including FIFOs)
30.44.10,28G Tx SERDES reset,RW,0=unreset; 1=reset,1= Reset 28G Tx SERDES
30.44.9,Tx Core datapath reset,RW,0=unreset; 1=reset,1= Reset 28G  Tx core datapath (including FIFOs)
30.44.8:4,Reserved,R,,
30.44.3,pll_powerdn,RW,0=power-up; 1=power-down,1=Power-down 25G PLLs
30.44.2,vr_powerdn,RW,0=power-up; 1=power-down,1=Power-down 25G SERDES Voltage Regulators
30.44.1,bg_powerdn,RW,0=power-up; 1=power-down,1=Power-down 25G SERDES Bandgaps
30.44.0,analog_powerdn,RW,0=power-up; 1=power-down,1=Power-down (all other) SERDES analog circuitry & PLL REF_OUT buffer
R30.45,Monitor Clock Control,16'h0000,,
30.45.15:6,Reserved,R,,
30.45.5,RX monitor clock divide ratio,RW, 0 =Divide by 8; 1=Divide 16;  ,RX monitor clock divide ratio:  0 =Divide by 8; 1=Divide 16;  
30.45.4,Enable RX monitor clock ,RW,0=disable; 1=enable,Enable RX monitor clock 
30.45.3:2,Reserved,R,,
30.45.1,TX monitor clock divide ratio,RW,0 =Divide by 8; 1=Divide 16;  ,TX monitor clock divide ratio:  0 =Divide by 8; 1=Divide 16;  
30.45.0,Enable TX monitor clock ,RW,0=disable; 1=enable,Enable TX monitor clock 
R30.48,PRBS Rx Error Count Lane 0,16'h0000,,
30.48.15:0,Error Count,RC,,"Number of PRBS errors detected on Lane. Saturates at 16'hFFFF, does not roll-over to zero. Clear on Read."
R30.49,PRBS Rx Error Count Lane 1,16'h0000,,
30.49.15:0,Error Count,RC,,"Number of PRBS errors detected on Lane. Saturates at 16'hFFFF, does not roll-over to zero. Clear on Read."
R30.50,PRBS Rx Error Count Lane 2,16'h0000,,
30.50.15:0,Error Count,RC,,"Number of PRBS errors detected on Lane. Saturates at 16'hFFFF, does not roll-over to zero. Clear on Read."
R30.51,PRBS Rx Error Count Lane 3,16'h0000,,
30.51.15:0,Error Count,RC,,"Number of PRBS errors detected on Lane. Saturates at 16'hFFFF, does not roll-over to zero. Clear on Read."
R30.256,25G Tx Lane 0 Main Control,16'h0006,,
30.256.15:3,Reserved,R,,
30.256.2,Reserved,RW,,
30.256.1,Loopback Output Enable,RW,0=disable; 1=enable,Enable the main TXP/N output during internal loopback. The main TXP/N output can be disabled during loopback by setting this bit low. This bit has no effect unless in loopback mode.
30.256.0,Swap TXP/N,RW,0=disable; 1=enable,Assert this bit to enable inversion of the data presented at TXP/N.  This can be helpful to accommodate board route swapping for actual TXP/N via MDIO SW control
R30.512,25G Tx Lane 1 Main Control,16'h0006,,
